accession,WT_1,WT_2,WT_3
LOC_Os02g35130,812,891,864
LOC_Os10g36980,17,7,14
LOC_Os01g08800,0,1,2
LOC_Os06g06380,218,139,191
LOC_Os04g09620,4,2,3
LOC_Os03g55180,201,164,217
LOC_Os02g15680,4,3,3
LOC_Os02g21280,528,296,433
LOC_Os01g55490,872,742,771
LOC_Os11g38980,276,229,308
LOC_Os05g42020,30,30,25
LOC_Os10g26290,0,0,1
LOC_Os07g49030,812,592,730
LOC_Os08g15530,0,0,0
LOC_Os03g11819,21,11,22
LOC_Os04g41390,2,0,0
LOC_Os01g26174,118,83,81
LOC_Os03g17230,120,47,113
LOC_Os09g06570,7,11,6
LOC_Os09g35790,299,463,1211
LOC_Os03g19870,590,464,487
LOC_Os10g03540,78,67,112
LOC_Os06g35920,0,3,0
LOC_Os04g40910,741,653,694
LOC_Os01g68310,243,212,232
LOC_Os12g34120,0,0,0
LOC_Os03g33030,1,0,0
LOC_Os02g36090,0,5,3
LOC_Os09g13590,3,3,4
LOC_Os02g52040,1,19,24
LOC_Os08g33940,0,3,7
LOC_Os02g38795,0,0,0
LOC_Os04g25900,5,1,0
LOC_Os04g51880,1033,584,754
LOC_Os01g15490,1976,2045,1972
LOC_Os01g65840,7,2,6
LOC_Os01g11730,0,0,0
LOC_Os01g64720,205,177,171
LOC_Os10g35140,939,1070,1113
MDH_CDS,1,1,0
LOC_Os07g38290,77,67,81
LOC_Os04g55390,0,0,0
LOC_Os07g40930,226,190,184
LOC_Os11g09130,5,9,7
LOC_Os05g05070,0,1,0
LOC_Os12g14200,0,0,0
LOC_Os01g42400,4,7,2
LOC_Os07g39120,8,6,7
LOC_Os10g24500,0,3,0
LOC_Os02g13900,8,0,10
LOC_Os12g02570,327,391,402
LOC_Os02g19140,598,480,550
LOC_Os11g28980,264,256,230
LOC_Os01g68120,674,591,572
LOC_Os12g12960,0,0,1
LOC_Os03g40610,4,1,3
LOC_Os10g26050,561,573,636
LOC_Os11g11980,376,310,513
LOC_Os03g26500,16,10,21
LOC_Os01g35120,0,0,0
LOC_Os02g39080,135,102,98
LOC_Os09g37640,0,0,0
LOC_Os03g10060,5345,5813,4477
LOC_Os10g35436,152,148,154
LOC_Os01g74000,42,66,58
LOC_Os12g44110,838,526,560
LOC_Os12g13100,25,11,20
LOC_Os04g34460,880,1224,1122
LOC_Os08g44150,22,8,15
LOC_Os08g41560,5,7,7
LOC_Os12g42850,2201,1522,1744
LOC_Os04g47590,1602,1565,1437
LOC_Os03g05660,212,166,219
LOC_Os01g59550,190,145,151
LOC_Os10g28210,570,354,454
LOC_Os12g32400,0,0,0
LOC_Os01g07560,0,0,2
LOC_Os09g36990,505,454,343
LOC_Os03g40180,1181,1116,1215
LOC_Os08g14950,15,29,11
LOC_Os02g04110,10,5,10
LOC_Os02g30760,311,278,319
LOC_Os04g34800,0,0,0
LOC_Os06g08680,6,1,13
LOC_Os01g70320,618,456,567
LOC_Os01g12550,534,477,498
LOC_Os06g29880,0,0,0
LOC_Os09g20090,6,0,1
LOC_Os03g08330,17,16,231
LOC_Os02g56620,1,1,0
LOC_Os01g62800,141,138,142
LOC_Os01g08130,12,21,14
LOC_Os03g15290,4,14,0
LOC_Os09g27610,439,384,378
LOC_Os12g15270,0,0,0
LOC_Os02g54150,1771,1308,1363
LOC_Os09g29300,12,4,8
LOC_Os03g39830,2589,3682,3100
LOC_Os12g07310,16,1,5
LOC_Os06g05690,0,1,0
LOC_Os05g11180,0,0,0
LOC_Os03g64190,780,734,676
LOC_Os11g40009,12,4,3
LOC_Os04g12960,3,11,2
LOC_Os01g17150,2168,2715,2501
LOC_Os05g05230,1013,961,929
LOC_Os04g31170,0,0,0
LOC_Os03g15180,2,3,3
LOC_Os11g47150,2,0,1
LOC_Os12g42540,8,5,3
LOC_Os04g52330,925,760,894
LOC_Os06g30390,623,580,600
LOC_Os05g39940,1,0,0
LOC_Os05g17010,3,3,2
LOC_Os02g50790,1479,1252,1380
LOC_Os04g58380,86,79,102
LOC_Os06g43700,178,130,127
LOC_Os02g35790,10,11,5
LOC_Os05g05040,40,38,31
LOC_Os04g32930,136,166,181
LOC_Os02g32620,24,18,10
LOC_Os07g05550,10,7,16
LOC_Os02g44740,93,95,105
LOC_Os10g40650,207,215,287
LOC_Os07g48570,1585,1547,1580
LOC_Os10g27274,561,617,594
LOC_Os04g39489,344,305,303
LOC_Os02g51280,9,13,12
LOC_Os09g01690,315,264,330
LOC_Os09g14210,0,0,1
LOC_Os03g15910,258,288,259
LOC_Os06g34360,0,0,0
LOC_Os12g05750,8,12,9
LOC_Os10g41590,1400,1397,1274
LOC_Os02g02524,38,23,36
LOC_Os11g39420,2,3,3
LOC_Os04g51920,149,67,69
LOC_Os12g18760,251,220,232
LOC_Os02g09340,736,660,683
LOC_Os01g65440,9,7,19
LOC_Os01g10760,0,0,1
LOC_Os07g43700,1423,1541,1421
LOC_Os10g28580,0,0,0
ChrSy.fgenesh.mRNA.4,10,14,6
LOC_Os06g02810,18,34,35
LOC_Os04g08740,425,319,363
LOC_Os04g44850,36,67,81
LOC_Os01g51632,83,83,72
LOC_Os02g30100,53,55,61
LOC_Os08g11480,5685,5806,5849
LOC_Os03g58590,861,726,757
LOC_Os09g25170,0,0,0
LOC_Os12g27440,168,141,140
LOC_Os08g13070,142,129,107
LOC_Os02g25350,1,0,0
LOC_Os06g11320,86,95,65
LOC_Os02g21090,34,43,62
LOC_Os01g02170,145,163,157
LOC_Os02g03990,0,0,0
LOC_Os01g62670,22,21,28
LOC_Os12g15222,1124,1246,1238
LOC_Os02g11820,973,683,791
LOC_Os03g60710,755,613,783
LOC_Os04g53380,616,847,735
LOC_Os01g67860,2014,1848,1745
LOC_Os01g12500,0,0,0
LOC_Os01g68800,153,156,183
LOC_Os03g42464,419,322,347
LOC_Os07g44210,629,502,488
LOC_Os12g07970,189,132,165
LOC_Os08g11450,208,154,266
LOC_Os03g20190,47,57,53
LOC_Os02g03330,3681,6138,4521
LOC_Os02g08530,10,10,14
LOC_Os09g36710,499,409,441
LOC_Os01g70730,249,37,123
LOC_Os07g24230,507,387,389
LOC_Os08g38730,0,0,0
LOC_Os05g02990,2130,1253,1612
LOC_Os03g09920,233,204,216
LOC_Os04g22080,11,5,1
LOC_Os04g54320,914,1301,1320
LOC_Os09g33680,1975,1799,2371
LOC_Os01g50800,20,22,21
LOC_Os06g39712,515,295,502
LOC_Os05g26250,0,1,1
LOC_Os11g24260,0,0,0
LOC_Os12g43564,5,0,0
LOC_Os05g37910,285,214,256
LOC_Os02g08110,187,135,157
LOC_Os06g48340,0,1,0
LOC_Os05g43810,0,1,1
LOC_Os09g12550,412,385,361
LOC_Os05g44050,1270,1153,1143
LOC_Os01g56610,1,0,1
LOC_Os02g36550,10,8,13
LOC_Os07g45030,0,0,0
LOC_Os12g40140,16,2,10
LOC_Os01g61980,0,0,0
LOC_Os11g01400,0,0,3
LOC_Os10g04120,36,43,53
LOC_Os01g22000,29,25,36
LOC_Os09g36870,0,0,0
LOC_Os04g33280,1208,800,1089
LOC_Os01g24120,1,1,0
LOC_Os01g14120,0,0,0
LOC_Os02g10370,32,33,27
LOC_Os05g44180,19,6,5
LOC_Os02g46130,1102,1105,1010
LOC_Os09g38420,1031,1241,1038
LOC_Os03g47246,0,0,0
LOC_Os02g25900,542,462,432
LOC_Os03g07220,305,324,345
LOC_Os08g35310,0,0,0
LOC_Os04g33900,84,54,76
LOC_Os12g06130,0,0,0
LOC_Os07g14530,551,440,453
LOC_Os05g07200,0,2,0
LOC_Os08g30770,19,17,16
LOC_Os07g33224,11,10,14
LOC_Os05g50900,41,33,41
LOC_Os12g06760,0,1,0
LOC_Os02g11130,117,86,104
LOC_Os04g14190,306,265,289
LOC_Os04g39420,68,86,100
LOC_Os02g48470,23,17,26
LOC_Os03g02560,371,356,370
LOC_Os02g53000,13,19,25
LOC_Os09g32510,88,78,118
LOC_Os04g30860,0,0,0
LOC_Os08g17320,50,38,37
LOC_Os12g03899,1108,993,914
LOC_Os09g37540,56,22,29
LOC_Os02g50372,21,41,26
LOC_Os08g40580,191,172,192
LOC_Os12g38540,21,16,27
LOC_Os01g68050,14,21,30
LOC_Os06g27530,0,3,2
LOC_Os01g69140,1,0,2
LOC_Os07g38440,92,64,85
LOC_Os03g51890,1,1,5
LOC_Os02g36280,16,12,20
LOC_Os11g05260,2813,3094,2570
LOC_Os02g35100,155,121,112
LOC_Os02g30310,493,356,404
LOC_Os01g59530,4132,3272,3566
LOC_Os03g01980,14,12,7
LOC_Os05g10910,0,0,0
LOC_Os01g37130,4256,3737,4181
LOC_Os06g12080,194,179,151
LOC_Os09g21770,495,447,565
LOC_Os08g02150,1,2,1
LOC_Os01g70500,5,0,5
LOC_Os09g04790,8477,6395,7695
LOC_Os11g06810,269,214,228
LOC_Os02g51070,4976,4766,4450
LOC_Os03g21960,1,7,1
LOC_Os12g38910,0,6,2
LOC_Os11g13820,1,0,0
LOC_Os05g08730,447,356,376
LOC_Os06g45510,614,633,652
LOC_Os06g10010,0,0,1
LOC_Os08g14020,21,14,18
LOC_Os02g45830,2,1,4
LOC_Os09g31200,795,915,1603
LOC_Os03g53090,0,0,1
LOC_Os07g43220,5,7,5
LOC_Os05g12230,0,0,0
LOC_Os04g39970,364,330,332
LOC_Os07g33660,489,503,653
LOC_Os07g23200,273,234,234
LOC_Os07g28850,73,39,40
LOC_Os04g36680,2,1,0
LOC_Os11g33190,0,0,0
LOC_Os02g02340,214,151,213
LOC_Os09g23595,104,118,148
LOC_Os04g54010,132,94,178
LOC_Os02g10660,231,175,219
LOC_Os12g44190,0,0,0
LOC_Os10g07538,72,64,69
LOC_Os07g10910,107,133,134
LOC_Os04g14220,473,403,560
LOC_Os10g30550,149,156,151
LOC_Os09g23350,1479,1190,1759
LOC_Os09g28420,30,9,31
LOC_Os01g40540,0,1,0
LOC_Os08g35160,212,164,180
LOC_Os01g01115,67,95,82
LOC_Os03g41320,24,16,22
LOC_Os02g29890,558,380,510
LOC_Os03g40830,609,481,501
LOC_Os12g06150,0,1,0
LOC_Os06g38590,2,2,3
LOC_Os03g52840,69106,63275,51855
LOC_Os08g03579,2652,2359,2812
LOC_Os01g53670,713,524,685
LOC_Os02g21009,1614,1587,1637
LOC_Os01g27720,222,174,207
LOC_Os08g16820,55,51,45
LOC_Os08g42340,0,8,4
LOC_Os11g20140,0,0,0
LOC_Os02g09100,108,67,76
LOC_Os02g55160,197,187,166
LOC_Os04g53220,300,240,291
LOC_Os10g35644,768,1060,790
LOC_Os07g06620,7,21,30
LOC_Os04g45520,0,1,1
LOC_Os08g42700,110,17,33
LOC_Os01g71106,704,666,729
LOC_Os10g04840,3,1,0
LOC_Os01g34470,0,0,0
LOC_Os06g05272,2,1,6
LOC_Os12g05070,0,0,0
LOC_Os05g46950,19,15,24
LOC_Os01g07000,0,0,0
LOC_Os01g14770,3299,2919,2340
LOC_Os05g37720,1,0,3
LOC_Os08g16470,160,140,134
LOC_Os02g47610,140,143,126
LOC_Os01g40040,0,0,0
LOC_Os03g33460,2,3,4
LOC_Os03g52280,196,118,179
LOC_Os01g07870,773,847,767
LOC_Os10g03660,16,11,18
LOC_Os02g06490,6,7,6
LOC_Os11g39850,3,4,1
LOC_Os04g48020,144,167,225
LOC_Os03g46400,11,10,3
LOC_Os01g13930,73,41,64
LOC_Os01g55410,204,222,275
LOC_Os06g09000,0,2,0
LOC_Os01g13280,16,21,36
LOC_Os02g52870,0,2,3
LOC_Os06g39728,13,11,7
LOC_Os01g64230,0,0,0
LOC_Os01g65150,9,11,10
LOC_Os05g48650,36,45,61
LOC_Os04g36910,989,850,922
LOC_Os03g22410,2,1,0
LOC_Os10g42660,0,2,2
LOC_Os08g10604,3,2,6
LOC_Os03g55950,331,235,281
LOC_Os07g12320,297,204,270
LOC_Os04g32580,297,199,289
LOC_Os07g46590,2416,2521,2511
LOC_Os07g27300,693,598,574
LOC_Os08g23180,83,111,74
LOC_Os09g24220,104,122,128
LOC_Os07g31130,69,59,59
LOC_Os08g44910,1,0,0
LOC_Os05g26150,6,6,3
LOC_Os08g24670,0,0,0
LOC_Os06g12980,0,0,0
LOC_Os02g58350,21,17,26
LOC_Os07g08070,726,517,643
LOC_Os06g44150,501,454,459
LOC_Os01g72530,37,29,46
LOC_Os06g23600,0,0,0
LOC_Os10g42500,3461,3484,3241
LOC_Os03g62110,1609,1523,1316
LOC_Os04g44810,205,141,155
LOC_Os11g11110,76,54,65
LOC_Os03g13984,4,1,3
LOC_Os02g21880,2113,1737,1808
LOC_Os02g09540,0,0,2
LOC_Os01g57930,53,33,42
LOC_Os06g09430,0,0,0
LOC_Os12g17804,1,7,2
LOC_Os04g38610,323,278,382
LOC_Os08g32100,3186,2424,2949
LOC_Os08g30719,2,3,3
LOC_Os05g10640,0,0,1
LOC_Os10g05560,1,0,0
LOC_Os02g24080,626,574,897
LOC_Os01g07620,10,9,13
LOC_Os10g04060,24,40,40
LOC_Os08g07700,1,1,0
LOC_Os07g03130,488,530,478
LOC_Os08g10250,1559,801,770
LOC_Os01g58620,284,294,322
LOC_Os12g13410,0,1,1
LOC_Os04g52270,1870,1952,1993
LOC_Os10g20890,14,7,11
LOC_Os06g23870,2447,2298,2589
LOC_Os01g46040,13,3,4
LOC_Os01g62300,655,652,802
LOC_Os12g12690,0,0,0
LOC_Os12g06910,525,408,525
LOC_Os09g23980,7,0,4
LOC_Os04g20230,480,361,519
LOC_Os05g36210,336,322,248
LOC_Os03g58580,1182,591,949
LOC_Os01g27940,652,591,558
LOC_Os07g14700,18,17,23
LOC_Os04g42095,12070,12965,11946
LOC_Os12g06630,665,544,617
LOC_Os09g26360,0,2,0
LOC_Os07g04930,1,2,0
LOC_Os04g57520,405,338,338
LOC_Os01g72140,4,2,0
LOC_Os07g08290,2985,2575,2399
LOC_Os06g38470,2105,1443,1761
LOC_Os03g16620,4,4,3
LOC_Os01g26000,185,118,131
LOC_Os11g07700,5,5,13
LOC_Os05g45890,363,274,293
LOC_Os07g21950,125,109,113
LOC_Os02g03440,200,166,196
LOC_Os12g07050,113,111,115
LOC_Os10g35424,3,0,0
LOC_Os02g46540,0,0,0
LOC_Os08g39900,1,5,3
LOC_Os05g25770,707,556,1404
LOC_Os01g39385,0,2,0
LOC_Os05g48980,108,63,109
LOC_Os07g35140,32,34,59
LOC_Os06g39780,8,1,2
LOC_Os06g27400,12,6,10
LOC_Os12g26020,0,0,0
LOC_Os01g14110,32,48,77
LOC_Os02g47870,734,575,620
LOC_Os03g15380,62,55,74
LOC_Os03g15770,306,334,537
LOC_Os02g53060,928,820,798
LOC_Os12g07820,518,510,459
LOC_Os04g57680,678,543,622
LOC_Os06g51480,1083,836,946
LOC_Os10g01470,938,834,1055
LOC_Os01g22520,2282,3621,2514
LOC_Os09g25370,28,25,40
LOC_Os10g42320,1800,1618,1630
LOC_Os11g04830,8,2,5
LOC_Os12g33962,7,4,6
LOC_Os10g25550,29,17,23
LOC_Os10g23130,1,0,0
LOC_Os03g07960,321,305,304
LOC_Os12g32680,1,3,0
LOC_Os08g41620,19,15,15
LOC_Os12g19470,66835,99799,76862
LOC_Os05g38670,27,34,18
LOC_Os10g41930,294,408,406
LOC_Os11g04894,96,82,87
LOC_Os01g55050,1872,1634,1480
LOC_Os01g65810,3,2,2
LOC_Os02g16450,181,261,259
LOC_Os07g38950,462,379,497
LOC_Os01g16430,611,480,605
LOC_Os05g11080,32,14,15
LOC_Os11g32560,0,0,0
LOC_Os08g09690,183,206,264
LOC_Os01g68900,0,0,0
LOC_Os05g10710,0,0,0
LOC_Os01g34090,1,0,0
LOC_Os10g01690,0,0,0
LOC_Os02g58730,518,478,518
LOC_Os11g05760,0,1,0
LOC_Os05g32190,123,112,113
LOC_Os11g13670,1571,943,1376
LOC_Os06g11470,0,0,0
LOC_Os04g06510,0,1,0
LOC_Os01g71094,128,123,155
LOC_Os03g18140,227,193,190
LOC_Os11g41550,10,3,7
LOC_Os10g04674,181,147,158
LOC_Os03g19230,0,0,0
LOC_Os05g44350,238,255,223
LOC_Os11g09990,218,127,155
LOC_Os01g43274,1,1,0
LOC_Os03g51510,428,356,459
LOC_Os10g26730,114,75,124
LOC_Os02g17190,457,415,461
ChrSy.fgenesh.mRNA.59,0,0,1
LOC_Os10g40120,14,15,7
LOC_Os11g45620,8,8,15
LOC_Os05g11790,0,1,0
LOC_Os01g43590,35,39,39
LOC_Os04g40990,13,5,14
LOC_Os01g31560,7,6,8
LOC_Os05g50300,82,94,97
LOC_Os08g25710,0,0,0
LOC_Os04g11660,7,2,6
LOC_Os06g48530,650,500,560
LOC_Os09g35780,0,0,2
LOC_Os01g19610,208,222,263
LOC_Os09g35810,285,216,235
LOC_Os04g32460,1743,1119,1319
LOC_Os03g60350,120,207,174
LOC_Os07g37040,561,411,477
LOC_Os08g35220,156,143,118
LOC_Os09g04720,94,90,115
LOC_Os01g04950,744,393,612
LOC_Os08g19650,1955,1521,1856
LOC_Os07g04900,1,0,2
LOC_Os04g59140,289,269,306
LOC_Os03g29750,1031,952,851
LOC_Os11g47690,2,3,3
LOC_Os03g58670,0,0,1
LOC_Os08g41690,143,98,125
LOC_Os03g57310,38,41,66
LOC_Os01g14610,426,320,378
LOC_Os12g41250,894,719,772
LOC_Os10g35320,0,2,1
LOC_Os05g39010,0,0,0
LOC_Os08g16710,9,8,10
LOC_Os09g01930,138,126,158
LOC_Os01g53990,0,0,0
LOC_Os06g12610,0,0,1
LOC_Os08g40520,0,0,1
LOC_Os12g43880,192,98,160
LOC_Os05g12730,19,14,10
LOC_Os12g15250,0,0,1
ChrSy.fgenesh.mRNA.87,18,31,21
LOC_Os10g25290,4,13,72
LOC_Os02g49660,3,2,8
LOC_Os06g26270,1,5,2
LOC_Os10g11590,0,0,0
LOC_Os08g42690,1,2,0
LOC_Os05g23670,449,287,407
LOC_Os06g15740,8,8,6
LOC_Os02g57440,139,78,125
LOC_Os06g09820,15,26,27
LOC_Os03g54114,0,1,3
LOC_Os09g38370,218,139,164
LOC_Os06g37530,0,0,0
LOC_Os07g32230,423,361,318
LOC_Os01g57560,711,860,797
LOC_Os10g08011,337,350,395
LOC_Os09g16950,224,75,99
LOC_Os08g21350,2243,1974,1976
LOC_Os12g31490,305,252,249
LOC_Os04g20220,1671,1616,1546
LOC_Os03g32270,6220,4825,4484
LOC_Os11g14220,2210,2208,1784
LOC_Os08g34270,206,130,224
LOC_Os01g68840,48,44,42
LOC_Os03g22990,2,0,0
LOC_Os03g37915,0,0,2
LOC_Os08g20020,779,756,844
LOC_Os09g19274,409,327,331
LOC_Os09g25620,44,50,35
LOC_Os03g22360,1,2,4
LOC_Os03g49180,294,252,326
LOC_Os03g30260,0,0,0
LOC_Os12g34460,111,127,100
LOC_Os03g42880,184,178,146
LOC_Os08g33340,907,672,877
LOC_Os09g06719,266,158,220
LOC_Os09g31400,304,281,382
LOC_Os02g27360,248,238,268
LOC_Os02g38220,217,241,259
LOC_Os01g49190,3087,3024,2569
LOC_Os11g26250,0,1,0
LOC_Os05g40230,2,3,0
LOC_Os02g57490,0,1,0
LOC_Os09g11160,382,373,495
LOC_Os09g02420,140,116,94
LOC_Os07g39680,306,345,661
LOC_Os11g38860,10,6,16
LOC_Os04g58090,1,0,3
LOC_Os11g18830,67,43,43
LOC_Os12g05655,60,56,46
LOC_Os01g32080,2174,2476,2161
LOC_Os04g33770,16,4,11
ChrUn.fgenesh.mRNA.3,0,4,3
LOC_Os08g34500,6,3,12
LOC_Os07g45170,100,63,65
LOC_Os07g37550,118425,152778,135619
LOC_Os06g08170,60,57,76
LOC_Os12g20360,0,0,0
LOC_Os04g53520,351,324,322
LOC_Os09g37020,1007,801,839
LOC_Os04g08650,0,0,0
LOC_Os06g02800,3,12,5
LOC_Os10g04550,0,0,0
LOC_Os04g48260,11,10,13
LOC_Os04g31804,356,457,453
LOC_Os07g40250,10,11,16
LOC_Os03g17120,204,158,142
LOC_Os01g55580,173,142,184
LOC_Os07g25500,86,76,98
LOC_Os03g21740,357,317,324
LOC_Os04g50740,0,0,2
LOC_Os05g49260,183,129,109
LOC_Os04g54440,1806,1520,1546
LOC_Os02g06260,42,22,31
LOC_Os09g02214,2729,2980,2691
LOC_Os03g18600,418,258,509
LOC_Os07g14870,3,4,1
LOC_Os05g34450,15,10,12
LOC_Os01g02440,1,1,1
LOC_Os04g09570,2,0,0
LOC_Os10g13630,94,113,118
LOC_Os02g04325,38,38,38
LOC_Os03g12580,0,1,1
LOC_Os03g11960,2461,2106,2249
LOC_Os02g42740,10,7,14
LOC_Os03g17480,55,220,129
LOC_Os05g14180,3097,3244,2690
LOC_Os11g33250,2,1,0
LOC_Os03g57145,326,235,323
LOC_Os09g02814,318,255,341
LOC_Os01g12140,0,0,0
LOC_Os06g09900,1812,1277,2041
LOC_Os02g15670,13,19,20
LOC_Os03g19010,253,160,193
LOC_Os03g24844,392,284,467
LOC_Os08g35790,2,0,3
LOC_Os10g30890,160,100,175
LOC_Os02g29590,25,12,19
LOC_Os01g57030,2,0,0
LOC_Os01g02990,0,1,0
LOC_Os11g32170,1,0,1
LOC_Os01g51380,531,403,476
LOC_Os12g10190,414,336,451
LOC_Os04g51390,586,511,551
LOC_Os05g08410,57,49,50
LOC_Os12g26940,3,9,5
LOC_Os10g21910,3436,3401,3126
LOC_Os01g72900,0,0,0
LOC_Os08g39820,144,113,156
LOC_Os10g42920,0,1,0
LOC_Os02g02410,1666,1148,1291
LOC_Os04g12730,17,8,10
LOC_Os03g61260,2399,3526,2876
LOC_Os07g38220,22,14,23
LOC_Os02g35940,15,24,33
LOC_Os01g40420,349,276,299
LOC_Os02g12810,1122,881,1088
LOC_Os05g07040,292,214,254
LOC_Os10g04630,5,4,7
LOC_Os03g57880,17,40,37
LOC_Os02g02424,1166,1120,1117
LOC_Os04g11900,0,0,0
LOC_Os11g03650,3,1,1
LOC_Os04g57500,1329,924,897
LOC_Os12g25700,215,183,228
LOC_Os09g36580,681,608,727
LOC_Os05g34630,2148,2005,2189
LOC_Os04g16818,210,198,233
LOC_Os04g38885,28,23,48
LOC_Os07g42924,7,5,3
LOC_Os03g49900,1635,1438,1470
LOC_Os07g11290,639,447,553
LOC_Os01g57966,97,79,63
LOC_Os10g35460,143,195,172
LOC_Os10g02760,225,250,219
LOC_Os03g14540,179,170,163
LOC_Os03g26210,361,718,183
LOC_Os07g12390,320,256,356
LOC_Os01g73910,4795,3346,3966
LOC_Os01g56210,1,0,0
LOC_Os10g06700,260,176,240
LOC_Os10g33720,183,213,248
LOC_Os03g53360,13,2,8
LOC_Os04g20070,13,18,16
LOC_Os02g02200,8,5,8
LOC_Os03g01740,58,82,154
LOC_Os07g34950,283,446,297
LOC_Os06g09020,1726,1714,1599
LOC_Os12g12570,11,15,7
LOC_Os02g52930,10,9,23
LOC_Os04g34090,0,0,0
LOC_Os09g28880,0,3,2
LOC_Os06g50030,843,721,824
LOC_Os04g46894,644,754,632
LOC_Os08g02380,33,36,47
LOC_Os07g39810,0,2,3
LOC_Os05g13904,260,278,337
LOC_Os09g32580,19,11,13
LOC_Os04g24430,9,11,4
LOC_Os08g13469,642,695,633
LOC_Os06g03860,1131,929,1111
LOC_Os12g42140,976,750,845
LOC_Os09g36010,19,14,29
LOC_Os03g12300,1476,1305,1418
LOC_Os04g25440,2798,1051,1359
LOC_Os08g25060,527,410,468
LOC_Os08g01430,188,145,287
LOC_Os01g50110,0,0,0
LOC_Os09g24250,589,566,673
LOC_Os08g17500,1,0,1
LOC_Os10g04180,64,43,55
LOC_Os11g03794,290,200,196
LOC_Os01g52660,1,5,2
LOC_Os03g11220,593,462,626
LOC_Os02g46370,13,7,13
LOC_Os05g41250,0,0,0
LOC_Os10g41940,2203,2034,2589
LOC_Os08g11500,0,2,6
LOC_Os02g49040,3,0,2
LOC_Os09g32410,31,45,38
LOC_Os01g13460,777,703,871
LOC_Os09g10200,0,0,0
LOC_Os01g08580,291,292,259
LOC_Os10g36170,38,27,42
LOC_Os10g26680,394,403,375
LOC_Os05g12680,198,337,453
LOC_Os03g27780,137,106,135
LOC_Os09g26220,0,0,0
LOC_Os01g44360,0,0,1
LOC_Os02g36340,324,573,794
LOC_Os06g42680,1,1,0
LOC_Os03g49560,5,3,8
LOC_Os03g58840,1548,1079,1303
LOC_Os09g39590,387,329,321
LOC_Os12g43610,1,1,0
LOC_Os05g01570,189,140,178
LOC_Os09g31430,0,0,1
LOC_Os04g50864,767,616,792
LOC_Os05g41570,0,0,1
LOC_Os03g18560,346,170,388
LOC_Os06g07474,154,185,197
LOC_Os01g67420,24,22,27
LOC_Os09g21710,11,19,31
LOC_Os03g17432,0,0,1
LOC_Os11g02660,333,356,378
LOC_Os04g57970,8,13,18
LOC_Os01g43630,941,688,750
LOC_Os06g32530,1,1,0
LOC_Os04g53330,5,4,4
LOC_Os11g19810,1024,902,899
LOC_Os06g28060,1621,1332,1467
LOC_Os01g63393,0,0,0
LOC_Os07g41014,0,1,0
LOC_Os03g63700,683,426,703
LOC_Os11g04500,1558,1212,1279
LOC_Os09g39930,4,6,18
LOC_Os05g14500,107,90,113
LOC_Os01g57940,1,1,4
LOC_Os04g41970,66,45,100
LOC_Os04g24770,0,0,1
LOC_Os02g54590,11,3,3
LOC_Os03g51960,1485,986,1272
LOC_Os10g21250,0,0,0
LOC_Os06g12140,7,8,9
LOC_Os05g19400,0,4,1
LOC_Os05g30710,66,64,95
LOC_Os03g37340,0,0,1
LOC_Os06g09540,1487,1540,1746
LOC_Os02g04360,0,0,0
LOC_Os07g48410,6649,4193,5406
LOC_Os05g06910,138,129,117
LOC_Os04g53920,2,4,4
LOC_Os02g10000,53,32,34
LOC_Os01g07700,576,552,523
LOC_Os08g06540,21,22,24
LOC_Os12g41120,0,0,0
LOC_Os06g16640,148,89,95
LOC_Os04g56530,1220,1306,1510
LOC_Os07g13160,1,3,9
LOC_Os03g23900,529,388,501
LOC_Os03g62580,747,629,680
LOC_Os09g29820,204,178,99
LOC_Os02g03580,942,1001,850
LOC_Os04g57830,3,5,3
LOC_Os11g36660,1,0,0
LOC_Os02g10710,3,10,11
LOC_Os03g08430,4185,3380,3578
LOC_Os06g27510,14,14,12
LOC_Os12g02080,5,4,2
LOC_Os03g55940,0,0,0
LOC_Os02g05686,129,88,125
LOC_Os06g40230,0,3,0
LOC_Os11g44230,0,0,0
LOC_Os03g10420,214,226,215
LOC_Os06g41930,2552,1644,2268
LOC_Os04g34180,2,1,0
LOC_Os03g28969,0,0,0
LOC_Os06g41380,10,5,14
LOC_Os06g25960,0,0,3
LOC_Os04g38870,1552,973,1380
LOC_Os11g05750,5,7,2
LOC_Os04g01480,437,423,396
LOC_Os10g21196,2029,1563,1356
LOC_Os07g48610,49,10,20
LOC_Os07g30570,0,0,2
LOC_Os05g39110,1120,980,1248
LOC_Os04g32970,268,226,294
LOC_Os01g39110,339,193,218
LOC_Os04g46330,0,3,1
LOC_Os10g37520,178,161,156
LOC_Os04g08070,0,0,2
LOC_Os06g03670,0,20,44
LOC_Os03g07739,606,471,460
LOC_Os10g09200,370,337,349
LOC_Os12g42310,2141,1928,2102
LOC_Os05g11320,3872,740,4758
LOC_Os03g51090,30,25,26
LOC_Os07g49010,1317,1128,1283
LOC_Os08g14860,1445,1047,1022
LOC_Os07g46830,1,2,0
LOC_Os02g57260,4325,3088,3710
LOC_Os05g36020,14,5,9
LOC_Os01g07790,0,0,0
LOC_Os05g05550,38,55,54
LOC_Os03g26940,3,0,0
LOC_Os10g36490,171,106,122
LOC_Os08g34800,2,3,4
LOC_Os11g05510,0,0,0
LOC_Os07g39280,410,369,425
LOC_Os03g27960,47,49,64
LOC_Os04g47310,379,371,432
LOC_Os02g23826,1,2,5
